Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3507,24966,12/17/2011,Medium,34,4152.12,0,Regular Air,817.98,120.33,19.99,Deborah Brumfield,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart �,Small Box,0.59,12/18/2011
3838,27363,10/18/2011,Medium,16,323.26,0.06,Regular Air,98.34,20.24,6.67,Deborah Brumfield,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,10/19/2011
4074,29028,2/5/2011,Critical,43,17131.36,0.08,Delivery Truck,4722.77,400.97,14.7,Marc Crier,Manitoba,Prarie,Corporate,Technology,Office Machines,Epson FX-980 Dot Matrix Printer,Jumbo Drum,0.59,2/7/2011
4089,29156,2/24/2010,Low,10,208.77,0.07,Regular Air,-76.58,20.97,4,Denise Monton,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.77,3/1/2010
4115,29282,11/28/2012,Medium,4,34.27,0.1,Regular Air,-26.44,6.48,9.54,Scot Wooten,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1905,Small Box,0.37,11/30/2012
4214,29957,3/13/2010,Critical,28,2555.37,0.08,Delivery Truck,-824.91,95.98,58.2,Dave Brooks,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,0.58,3/14/2010
4231,30053,2/1/2009,Critical,41,3279.01,0.06,Delivery Truck,349.22,80.97,33.6,Marc Crier,Manitoba,Prarie,Consumer,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2/3/2009
4233,30081,12/17/2011,High,26,213.49,0.05,Regular Air,-136.45,8.04,8.94,Denise Monton,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,12/19/2011
4246,30214,10/4/2009,Low,38,375.61,0.1,Express Air,-21.26,10.44,5.75,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Avery� 3 1/2"" Diskette Storage Pages, 10/Pack",Small Box,0.39,10/11/2009
4280,30497,2/6/2011,Critical,34,706.91,0.03,Express Air,85.68,20.98,8.83,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,2/8/2011
4281,30497,2/6/2011,Critical,31,190.06,0.06,Regular Air,-61.90,5.98,5.35,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1947,Small Box,0.4,2/8/2011
4343,30917,11/1/2010,Low,11,86.79,0.06,Regular Air,-45.60,8.12,2.83,Marc Crier,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,11/3/2010
4344,30917,11/1/2010,Low,8,753.8,0.06,Regular Air,-32.30,96.45,13.99,Marc Crier,Manitoba,Prarie,Corporate,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,0.38,11/5/2010
4444,31681,11/7/2012,Not Specified,38,212.12,0.02,Regular Air,-93.78,5.28,5.66,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,11/8/2012
4456,31777,10/19/2011,Not Specified,32,6483.42,0.07,Delivery Truck,1590.95,200.98,23.76,Logan Currie,Manitoba,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,10/21/2011
4457,31777,10/19/2011,Not Specified,10,137.77,0.01,Regular Air,1.85,12.28,6.47,Logan Currie,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,10/19/2011
4596,32710,11/16/2009,High,43,540.33,0.04,Regular Air,-59.06,12.44,6.27,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Eldon Simplefile� Box Office�,Medium Box,0.57,11/17/2009
4644,33060,2/19/2010,High,3,15.88,0.05,Regular Air,-11.04,3.74,4.69,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Accohide Poly Flexible Ring Binders,Small Box,0.35,2/20/2010
4675,33254,11/3/2011,Not Specified,11,466.35,0.01,Regular Air,159.25,39.98,9.2,Keith Dawkins,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,11/5/2011
4720,33605,4/3/2012,Critical,42,153.01,0.04,Regular Air,-218.53,3.52,6.83,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.38,4/5/2012
4807,34180,9/3/2011,High,2,27,0.02,Express Air,-4.90,5.78,8.09,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1924,Small Box,0.36,9/3/2011
4939,35137,7/17/2010,High,41,225.06,0.05,Express Air,7.30,5.34,2.99,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,7/19/2010
4940,35137,7/17/2010,High,47,1041.78,0.1,Regular Air,283.79,23.99,6.71,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,7/20/2010
5185,36838,4/8/2009,Low,3,32.76,0.06,Express Air,11.29,6.3,0.5,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,4/17/2009
5232,37252,11/19/2011,Low,21,1503.49,0.03,Regular Air,408.73,70.97,3.5,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,11/21/2011
5233,37252,11/19/2011,Low,1,10.62,0.02,Regular Air,-31.20,8.32,2.38,Steve Chapman,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,11/23/2011
5234,37252,11/19/2011,Low,50,2337.03,0.1,Regular Air,-37.19,49.99,19.99,Steve Chapman,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,11/21/2011
5235,37252,11/19/2011,Low,34,29345.27,0.03,Delivery Truck,7497.55,880.98,44.55,Steve Chapman,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,11/24/2011
5496,38979,2/26/2010,Low,48,3355.1,0.07,Delivery Truck,-1701.96,70.98,59.81,Steve Chapman,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Jumbo Drum,0.6,2/26/2010
5497,38979,2/26/2010,Low,34,2864.55,0.06,Regular Air,1021.07,82.99,5.5,Steve Chapman,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.44,3/3/2010
5498,38979,2/26/2010,Low,31,65.61,0.02,Regular Air,-16.63,1.95,1.63,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46,3/3/2010
5588,39619,1/4/2012,Low,15,742.8,0.02,Regular Air,265.87,49.34,10.25,Ken Black,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57,1/8/2012
5670,40101,1/31/2009,Low,46,2188.06,0.1,Express Air,33.77,49.99,19.99,John Lee,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2/5/2009
5852,41542,9/26/2009,High,47,6181.48,0.03,Delivery Truck,-194.83,124.49,51.94,Marc Crier,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,9/27/2009
6010,42565,9/22/2010,Low,33,283.8,0.04,Regular Air,47.52,8.69,2.99,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,9/29/2010
6041,42823,6/25/2010,Medium,8,49.14,0.05,Express Air,-22.56,4.28,6.18,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1980,Small Box,0.4,6/27/2010
6131,43398,4/24/2011,Not Specified,10,1600.85,0.07,Delivery Truck,-193.97,159.31,60,John Lee,Manitoba,Prarie,Corporate,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,4/25/2011
6212,44002,2/7/2009,Medium,46,320.93,0.05,Regular Air,-66.48,6.68,5.66,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1923,Small Box,0.37,2/9/2009
6213,44002,2/7/2009,Medium,14,261.85,0.03,Regular Air,-52.33,17.7,9.47,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Portfile� Personal File Boxes,Small Box,0.59,2/7/2009
6236,44196,8/22/2009,Not Specified,10,56.91,0.01,Regular Air,7.50,5.18,2.04,Cynthia Delaney,Manitoba,Prarie,Corporate,Office Supplies,Paper,Array� Memo Cubes,Wrap Bag,0.36,8/24/2009
6267,44359,11/29/2010,High,19,113.2,0.1,Regular Air,24.83,6.08,0.91,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51,12/1/2010
6334,44871,5/3/2011,Critical,27,94.46,0.02,Regular Air,-75.09,3.28,4.2,Denise Monton,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,5/5/2011
6475,46055,6/2/2012,Medium,25,1291.2,0.04,Regular Air,-5.60,50.98,6.5,Marc Crier,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,6/4/2012
6556,46624,4/26/2010,Not Specified,28,110.2,0.07,Regular Air,42.84,4.13,0.5,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Labels,Avery 506,Small Box,0.39,4/27/2010
6557,46624,4/26/2010,Not Specified,12,54.86,0.09,Regular Air,-50.60,4.28,6.72,Keith Dawkins,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,4/28/2010
6618,47079,12/16/2011,Critical,34,1069.85,0.07,Delivery Truck,-1179.39,31.76,45.51,Ed Braxton,Manitoba,Prarie,Home Office,Furniture,Tables,Hon iLevel� Computer Training Table,Jumbo Box,0.65,12/18/2011
6674,47494,7/1/2009,High,42,1967.83,0.04,Regular Air,659.60,45.19,1.99,Marc Crier,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,7/2/2009
6675,47494,7/1/2009,High,9,52.59,0.03,Regular Air,-28.14,4.98,6.07,Marc Crier,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,7/1/2009
6694,47622,9/12/2012,Not Specified,41,8188.19,0.05,Regular Air,3702.00,204.1,13.99,Lindsay Williams,Manitoba,Prarie,Corporate,Technology,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Medium Box,0.37,9/13/2012
6731,47938,6/24/2009,Low,17,283.6535,0.09,Regular Air,-113.05,20.99,2.5,Lindsay Williams,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,7/1/2009
6744,48032,8/26/2010,High,42,309.17,0.09,Regular Air,-283.31,7.77,9.23,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,8/27/2010
6745,48032,8/26/2010,High,29,412.86,0.07,Regular Air,-104.43,15.14,4.53,John Lee,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Eldon� Gobal File Keepers,Small Box,0.81,8/27/2010
6884,49062,4/11/2012,Low,33,103.32,0,Regular Air,-25.68,2.98,2.03,Ed Braxton,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,4/18/2012
6941,49541,1/16/2009,Medium,35,503.75,0,Regular Air,16.46,13.43,5.5,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,1/17/2009
6970,49799,8/24/2009,High,4,1614.97,0.05,Delivery Truck,-593.15,376.13,85.63,Keith Dawkins,Manitoba,Prarie,Home Office,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,8/26/2009
6971,49799,8/24/2009,High,12,2119.0415,0,Regular Air,-6.57,195.99,8.99,Keith Dawkins,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,8/25/2009
6973,49828,8/30/2011,Medium,39,272.39,0.03,Express Air,-91.48,6.48,6.6,Ed Braxton,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,8/31/2011
7014,50054,9/6/2010,Not Specified,50,5369.46,0,Regular Air,1370.26,99.99,19.99,Cynthia Delaney,Manitoba,Prarie,Corporate,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,9/8/2010
7015,50054,9/6/2010,Not Specified,41,1439.96,0.02,Regular Air,182.46,33.29,8.74,Cynthia Delaney,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,Small Box,0.61,9/8/2010
7058,50370,11/6/2012,Critical,25,122.05,0,Express Air,-67.60,4.24,5.41,Marc Crier,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,11/7/2012
7150,51009,11/5/2011,Not Specified,10,48,0.09,Regular Air,-29.14,4.18,6.92,Scot Wooten,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Eldon� Image Series Desk Accessories, Burgundy",Small Box,0.49,11/7/2011
7698,55200,8/28/2010,Medium,33,505.08,0.01,Regular Air,-56.91,15.15,10.13,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Small Box,0.38,8/30/2010
7699,55200,8/28/2010,Medium,4,649.2385,0.1,Regular Air,-830.72,205.99,2.79,Joe Elijah,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,ELITE Series,Small Box,0.58,8/30/2010
7799,55808,2/14/2011,Not Specified,6,830.28,0,Delivery Truck,-382.98,122.99,70.2,Ed Braxton,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2/16/2011
7800,55808,2/14/2011,Not Specified,45,837.386,0.03,Regular Air,104.33,20.99,4.81,Ed Braxton,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2/16/2011
7823,55937,1/26/2009,Medium,10,392.77,0.09,Regular Air,-146.20,39.98,7.12,Stefanie Holloman,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,1/28/2009
7824,55937,1/26/2009,Medium,24,7332.088,0.06,Delivery Truck,53.79,376.13,85.63,Stefanie Holloman,Manitoba,Prarie,Small Business,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,1/28/2009
7854,56161,4/14/2012,High,38,1504.22,0.02,Express Air,118.97,39.99,10.25,Ed Braxton,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,4/16/2012
8050,57477,9/26/2010,High,50,745.48,0.02,Regular Air,119.12,14.56,3.5,Ed Braxton,Manitoba,Prarie,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,9/28/2010
8051,57477,9/26/2010,High,45,3086.5115,0.08,Regular Air,1560.96,85.99,2.5,Ed Braxton,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,Accessory12,Small Box,0.35,9/27/2010
8255,59044,7/20/2011,Critical,6,20.19,0.02,Regular Air,1.25,3.08,0.99,Phillip Flathmann,Manitoba,Prarie,Small Business,Office Supplies,Labels,Avery 481,Small Box,0.37,7/22/2011
8286,59204,2/29/2012,Medium,25,151.75,0.04,Regular Air,-66.24,5.8,5.59,Corey Catlett,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,3/1/2012
8393,59969,1/11/2012,High,42,437.73,0.01,Regular Air,205.70,9.9,1.39,Ed Braxton,Manitoba,Prarie,Home Office,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,1/13/2012
8394,59969,1/11/2012,High,16,275.01,0,Regular Air,-87.11,15.7,11.25,Ed Braxton,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,1/12/2012
26,166,9/11/2011,High,10,567.936,0.02,Express Air,-126.09,65.99,8.99,Valerie Takahito,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,i270,Small Box,0.55,9/13/2011
31,197,4/6/2011,High,23,310.52,0.01,Regular Air,33.22,12.98,3.14,Penelope Sewall,Manitoba,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme� 8"" Straight Scissors",Small Pack,0.6,4/8/2011
41,231,9/28/2009,High,2,689.74,0.06,Regular Air,-490.84,363.25,19.99,Sean Braxton,Manitoba,Prarie,Small Business,Office Supplies,Appliances,Hoover WindTunnel� Plus Canister Vacuum,Small Box,0.57,9/30/2009
81,487,8/17/2012,Critical,19,210.4,0.07,Regular Air,-18.96,10.89,4.5,Valerie Dominguez,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,8/18/2012
109,710,1/1/2010,Low,42,161.77,0.01,Regular Air,-150.37,3.58,5.47,Susan MacKendrick,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,1/5/2010
110,710,1/1/2010,Low,11,447.09,0.09,Regular Air,89.03,41.32,8.66,Susan MacKendrick,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,1/3/2010
111,710,1/1/2010,Low,29,4192.88,0.02,Delivery Truck,731.32,145.45,17.85,Susan MacKendrick,Manitoba,Prarie,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,1/5/2010
123,801,2/17/2012,Critical,20,59.85,0.03,Regular Air,-47.41,2.74,3.5,Thais Sissman,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,2/20/2012
136,870,6/19/2010,Not Specified,23,1661.04,0.04,Regular Air,475.54,70.97,3.5,Valerie Dominguez,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,6/19/2010
189,1253,1/25/2010,Critical,15,494.34,0.05,Regular Air,-30.19,31.98,6.72,Tanja Norvell,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box� Stor/Drawer� Steel Plus�,Small Box,0.75,1/25/2010
232,1542,9/14/2010,Medium,47,2150.25,0.06,Regular Air,586.93,48.58,3.99,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,9/16/2010
233,1542,9/14/2010,Medium,13,448,0.08,Regular Air,27.20,35.51,6.31,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Small Box,0.58,9/16/2010
356,2497,8/26/2012,Critical,21,3629.1175,0.06,Regular Air,636.03,205.99,5.26,Michael Moore,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56,8/28/2012
380,2630,10/23/2012,Low,31,146.51,0.04,Regular Air,37.14,4.73,1.52,Patrick Ryan,Manitoba,Prarie,Corporate,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,10/23/2012
384,2657,10/16/2011,High,30,8316.76,0.05,Delivery Truck,2108.80,279.81,23.19,Troy Blackwell,Manitoba,Prarie,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,10/18/2011
385,2657,10/16/2011,High,37,2143.2155,0.02,Regular Air,464.36,65.99,8.99,Troy Blackwell,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,i270,Small Box,0.55,10/17/2011
389,2688,1/23/2012,High,31,2080.035,0.1,Regular Air,844.90,85.99,1.25,Thais Sissman,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,1/24/2012
390,2688,1/23/2012,High,7,145.42,0.09,Regular Air,-98.46,20.97,6.5,Thais Sissman,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,1/24/2012
391,2688,1/23/2012,High,11,1559.4355,0.01,Regular Air,61.24,155.99,3.9,Thais Sissman,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,T39m,Small Box,0.55,1/25/2012
416,2816,9/19/2009,High,35,787.56,0,Regular Air,220.04,21.98,2.87,Ross Baird,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,9/20/2009
419,2818,12/11/2009,Medium,37,565.91,0.05,Regular Air,192.39,15.68,3.73,Ross Baird,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,12/13/2009
420,2818,12/11/2009,Medium,39,593.21,0,Regular Air,44.71,14.98,8.99,Ross Baird,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,12/12/2009
421,2818,12/11/2009,Medium,2,89.23,0.02,Regular Air,-42.72,38.76,13.26,Ross Baird,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,12/12/2009
447,3040,4/11/2010,Medium,13,98.39,0.01,Express Air,-31.54,6.48,6.6,Tracy Zic,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,4/12/2010
457,3108,8/4/2010,Critical,36,65.39,0.09,Regular Air,-0.46,1.82,1,Jack Garza,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,0.4,8/5/2010
499,3459,7/27/2009,Not Specified,24,2152.404,0.1,Express Air,218.87,110.99,8.99,Gary McGarr,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,LX 677,Small Box,0.57,7/29/2009
504,3488,1/7/2011,Medium,39,4669.19,0.06,Delivery Truck,-1864.08,122.99,70.2,Mick Crebagga,Manitoba,Prarie,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,1/10/2011
505,3488,1/7/2011,Medium,6,133.4,0.02,Regular Air,-0.31,21.98,2.87,Mick Crebagga,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,1/8/2011
506,3492,11/23/2009,Low,35,2393.63,0.04,Regular Air,524.88,67.28,19.99,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4,11/28/2009
507,3492,11/23/2009,Low,49,6177.53,0.1,Delivery Truck,-1195.12,130.98,54.74,Roy Skaria,Manitoba,Prarie,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,11/23/2009
508,3492,11/23/2009,Low,33,94.6,0.04,Regular Air,-6.34,2.78,1.25,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,11/23/2009
516,3553,5/17/2009,Medium,7,20.5,0.06,Regular Air,-4.04,2.94,0.96,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,5/18/2009
533,3622,11/26/2011,Low,16,76.6,0.01,Regular Air,-48.51,4.24,5.41,Steven Ward,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,12/1/2011
563,3810,9/16/2012,Critical,40,221.86,0.09,Regular Air,-1845.66,4.48,49,Tanja Norvell,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Hoover Portapower� Portable Vacuum,Large Box,0.6,9/18/2012
564,3810,9/16/2012,Critical,25,78.26,0.04,Express Air,35.09,2.61,0.5,Tanja Norvell,Manitoba,Prarie,Corporate,Office Supplies,Labels,Avery 479,Small Box,0.39,9/18/2012
635,4451,9/30/2009,Critical,47,992.95,0.04,Regular Air,-65.21,21.38,8.99,Tanja Norvell,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,9/30/2009
642,4516,3/28/2009,Medium,42,294.78,0.05,Regular Air,-113.45,6.68,6.93,Ryan Crowe,Manitoba,Prarie,Small Business,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,3/29/2009
646,4578,9/12/2012,Low,45,282.71,0.09,Regular Air,-141.44,6.48,6.74,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,9/17/2012
647,4578,9/12/2012,Low,48,724.13,0.01,Regular Air,-250.53,14.81,13.32,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,9/19/2012
648,4578,9/12/2012,Low,15,294.66,0.07,Regular Air,86.33,20.24,6.67,Roy Skaria,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,9/19/2012
655,4611,1/9/2010,High,32,16172.44,0.03,Delivery Truck,7176.12,500.98,28.14,Steven Ward,Manitoba,Prarie,Consumer,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,1/9/2010
